Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[cell type]	Characteristics[FACS marker]	Characteristics[organism part]	Characteristics[stimulus]	Characteristics[inferred cell type]	Characteristics[plate identity]	Characteristics[run id]	Characteristics[single cell well quality]	Characteristics[post analysis well quality]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]	Factor Value[cell type]	Factor Value[FACS marker]	Factor Value[organism part]	Factor Value[stimulus]	Factor Value[inferred cell type]
24013_#42	ERS3961760	SAMEA6161750	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#42	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#42	sequencing assay	ERX3641396	24013_42_R2.fastq.gz	24013_42_R2.fastq.gz	ERR3649312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649312/ERR3649312_2.fastq.gz	cell24013_42	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	not available
24013_#43	ERS3961761	SAMEA6161751	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#43	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#43	sequencing assay	ERX3641397	24013_43_R1.fastq.gz	24013_43_R1.fastq.gz	ERR3649313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649313/ERR3649313_1.fastq.gz	cell24013_43	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#43	ERS3961761	SAMEA6161751	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#43	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#43	sequencing assay	ERX3641397	24013_43_R2.fastq.gz	24013_43_R2.fastq.gz	ERR3649313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649313/ERR3649313_2.fastq.gz	cell24013_43	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#44	ERS3961762	SAMEA6161752	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#44	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#44	sequencing assay	ERX3641398	24013_44_R1.fastq.gz	24013_44_R1.fastq.gz	ERR3649314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649314/ERR3649314_1.fastq.gz	cell24013_44	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#44	ERS3961762	SAMEA6161752	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#44	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#44	sequencing assay	ERX3641398	24013_44_R2.fastq.gz	24013_44_R2.fastq.gz	ERR3649314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649314/ERR3649314_2.fastq.gz	cell24013_44	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#45	ERS3961763	SAMEA6161753	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#45	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#45	sequencing assay	ERX3641399	24013_45_R1.fastq.gz	24013_45_R1.fastq.gz	ERR3649315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649315/ERR3649315_1.fastq.gz	cell24013_45	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#45	ERS3961763	SAMEA6161753	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#45	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#45	sequencing assay	ERX3641399	24013_45_R2.fastq.gz	24013_45_R2.fastq.gz	ERR3649315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649315/ERR3649315_2.fastq.gz	cell24013_45	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#46	ERS3961764	SAMEA6161754	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#46	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#46	sequencing assay	ERX3641400	24013_46_R1.fastq.gz	24013_46_R1.fastq.gz	ERR3649316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649316/ERR3649316_1.fastq.gz	cell24013_46	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available
24013_#46	ERS3961764	SAMEA6161754	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#46	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#46	sequencing assay	ERX3641400	24013_46_R2.fastq.gz	24013_46_R2.fastq.gz	ERR3649316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649316/ERR3649316_2.fastq.gz	cell24013_46	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available
24013_#47	ERS3961765	SAMEA6161755	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#47	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#47	sequencing assay	ERX3641401	24013_47_R1.fastq.gz	24013_47_R1.fastq.gz	ERR3649317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649317/ERR3649317_1.fastq.gz	cell24013_47	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available
24013_#47	ERS3961765	SAMEA6161755	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#47	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#47	sequencing assay	ERX3641401	24013_47_R2.fastq.gz	24013_47_R2.fastq.gz	ERR3649317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649317/ERR3649317_2.fastq.gz	cell24013_47	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available
24013_#48	ERS3961766	SAMEA6161756	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#48	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#48	sequencing assay	ERX3641402	24013_48_R1.fastq.gz	24013_48_R1.fastq.gz	ERR3649318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3649318/ERR3649318_1.fastq.gz	cell24013_48	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available
24013_#48	ERS3961766	SAMEA6161756	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#48	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#48	sequencing assay	ERX3641402	24013_48_R2.fastq.gz	24013_48_R2.fastq.gz	ERR3649318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3649318/ERR3649318_2.fastq.gz	cell24013_48	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available
24013_#49	ERS3961767	SAMEA6161757	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#49	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#49	sequencing assay	ERX3641403	24013_49_R1.fastq.gz	24013_49_R1.fastq.gz	ERR3649319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3649319/ERR3649319_1.fastq.gz	cell24013_49	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#49	ERS3961767	SAMEA6161757	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#49	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#49	sequencing assay	ERX3641403	24013_49_R2.fastq.gz	24013_49_R2.fastq.gz	ERR3649319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3649319/ERR3649319_2.fastq.gz	cell24013_49	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#5	ERS3961768	SAMEA6161758	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#5	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#5	sequencing assay	ERX3641404	24013_5_R1.fastq.gz	24013_5_R1.fastq.gz	ERR3649320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3649320/ERR3649320_1.fastq.gz	cell24013_5	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#5	ERS3961768	SAMEA6161758	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#5	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#5	sequencing assay	ERX3641404	24013_5_R2.fastq.gz	24013_5_R2.fastq.gz	ERR3649320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3649320/ERR3649320_2.fastq.gz	cell24013_5	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#50	ERS3961769	SAMEA6161759	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#50	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#50	sequencing assay	ERX3641405	24013_50_R1.fastq.gz	24013_50_R1.fastq.gz	ERR3649321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3649321/ERR3649321_1.fastq.gz	cell24013_50	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#50	ERS3961769	SAMEA6161759	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#50	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#50	sequencing assay	ERX3641405	24013_50_R2.fastq.gz	24013_50_R2.fastq.gz	ERR3649321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3649321/ERR3649321_2.fastq.gz	cell24013_50	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#51	ERS3961770	SAMEA6161760	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#51	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#51	sequencing assay	ERX3641406	24013_51_R1.fastq.gz	24013_51_R1.fastq.gz	ERR3649322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649322/ERR3649322_1.fastq.gz	cell24013_51	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#51	ERS3961770	SAMEA6161760	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#51	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#51	sequencing assay	ERX3641406	24013_51_R2.fastq.gz	24013_51_R2.fastq.gz	ERR3649322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649322/ERR3649322_2.fastq.gz	cell24013_51	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#52	ERS3961771	SAMEA6161761	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#52	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#52	sequencing assay	ERX3641407	24013_52_R1.fastq.gz	24013_52_R1.fastq.gz	ERR3649323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649323/ERR3649323_1.fastq.gz	cell24013_52	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#52	ERS3961771	SAMEA6161761	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#52	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#52	sequencing assay	ERX3641407	24013_52_R2.fastq.gz	24013_52_R2.fastq.gz	ERR3649323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649323/ERR3649323_2.fastq.gz	cell24013_52	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#53	ERS3961772	SAMEA6161762	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#53	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#53	sequencing assay	ERX3641408	24013_53_R1.fastq.gz	24013_53_R1.fastq.gz	ERR3649324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649324/ERR3649324_1.fastq.gz	cell24013_53	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#53	ERS3961772	SAMEA6161762	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#53	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#53	sequencing assay	ERX3641408	24013_53_R2.fastq.gz	24013_53_R2.fastq.gz	ERR3649324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649324/ERR3649324_2.fastq.gz	cell24013_53	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#54	ERS3961773	SAMEA6161763	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#54	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#54	sequencing assay	ERX3641409	24013_54_R1.fastq.gz	24013_54_R1.fastq.gz	ERR3649325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649325/ERR3649325_1.fastq.gz	cell24013_54	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#54	ERS3961773	SAMEA6161763	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#54	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#54	sequencing assay	ERX3641409	24013_54_R2.fastq.gz	24013_54_R2.fastq.gz	ERR3649325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649325/ERR3649325_2.fastq.gz	cell24013_54	plasmacytoid dendritic cell	CD123Hi BDCA2+	blood	none	not available
24013_#55	ERS3961774	SAMEA6161764	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#55	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#55	sequencing assay	ERX3641410	24013_55_R1.fastq.gz	24013_55_R1.fastq.gz	ERR3649326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649326/ERR3649326_1.fastq.gz	cell24013_55	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#55	ERS3961774	SAMEA6161764	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#55	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#55	sequencing assay	ERX3641410	24013_55_R2.fastq.gz	24013_55_R2.fastq.gz	ERR3649326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649326/ERR3649326_2.fastq.gz	cell24013_55	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#56	ERS3961775	SAMEA6161765	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#56	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#56	sequencing assay	ERX3641411	24013_56_R1.fastq.gz	24013_56_R1.fastq.gz	ERR3649327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649327/ERR3649327_1.fastq.gz	cell24013_56	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#56	ERS3961775	SAMEA6161765	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#56	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#56	sequencing assay	ERX3641411	24013_56_R2.fastq.gz	24013_56_R2.fastq.gz	ERR3649327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649327/ERR3649327_2.fastq.gz	cell24013_56	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#57	ERS3961776	SAMEA6161766	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#57	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#57	sequencing assay	ERX3641412	24013_57_R1.fastq.gz	24013_57_R1.fastq.gz	ERR3649328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3649328/ERR3649328_1.fastq.gz	cell24013_57	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
